author,title,comment,rate,vote,country,updated
chichilllle,Ça devient n importe quoi,"Arrêtez les mises à jour, ça devient pire que tout.Tous les ""boutons"" apparaissent en codage informatique ou je ne sais quoi mais à la fin on ne sait plus ou appuyer pour naviguer ...",1,0,fr,2017-06-22T05:06:02-07:00
Csanfred,Inutilisable,"Bonjour, depuis la mise à jour, impossible d'ouvrir l'appli.... donc plus de possibilité de commander....",1,0,fr,2017-06-20T03:28:02-07:00
19mary83,Bien mais peut vraiment mieux faire,"Lorsque l'on fait défiler les produits dans une vente, la liste remonte au tout premier. C'est relativement agaçant. Et les frais de port sont toujours trop élevés ce qui réduit considérablement les économies réalisées. Du coup je ne fais pas autant d'achats que je le souhaiterais. Dommage.",2,0,fr,2017-06-15T10:53:04-07:00
manu69e,Consommation Data,Attention le site consomme beaucoup de data. À surveiller si vous êtes juste avec votre forfait mobile. Je parle sous iPhone bien sûr,2,0,fr,2017-06-14T05:28:31-07:00
Jr92100,Dernière mise à jour,Depuis la dernière mise à jour le 12/06 impossible d utiliser l application car incrustation constante d une publicité Kids !!C est nul,1,0,fr,2017-06-13T22:39:56-07:00
TomParis,Stop la pub Kid Corner,"J'utilise cette appli régulièrement mais depuis aujourd'hui c'est insupportable l'appli est juste inutilisable avec un pop up de pub Kid Corner qui s'affiche toutes les 10 Secondes où qu'on soit dans l'application de façon intempestive. SVP arrêtez ça c'est juste pas possible, merci.",1,0,fr,2017-06-13T22:36:03-07:00
THOMAS75,Pub kid corner,"C quoi cette intrusion, tous les 10 secondes une PIB pour kid corner!!!",1,0,fr,2017-06-13T22:36:53-07:00
moonlalune,La pub,Nan mais vous êtes sérieux ?La pub kid apparaît toutes les 15 secondes !Impossible de naviguer ...,1,0,fr,2017-06-13T22:32:10-07:00
Z-ed,Pub rendant l'application inutilisable,"Depuis la dernière maj, à cause d'une pub pour enfant on ne peut plus utiliser l'application sans cliquer dessus.Dommage",2,0,fr,2017-06-13T22:25:50-07:00
DrumsFR,Ne faites pas la dernière mise à jour !,J'ai fait la mise à jour ce matin : résultat j'ai une pub qui s'affiche en surimpression toutes les 5 secondes même si je l'ai déjà fermée !! Ceci rend la navigation et le shopping tout bonnement impossible.Qui dirige l'équipe de développement je VP ? Ils n'ont pas de testeurs ? C'est juste incroyable !,1,0,fr,2017-06-13T22:24:22-07:00
Kuzco47,Publicité intrusive,Nouveauté ? Des pages promotionnelles pour des ventes en cours (kids corner en ce moment) qui apparaissent intempestivement rendant toute navigation sur l'application impossible !,1,0,fr,2017-06-13T22:21:07-07:00
Alainfaj,Pub Kids corner intempestive,La pub Kids corner s'affiche toutes les 2Secondes rendant l'application inutilisable,1,0,fr,2017-06-13T22:19:34-07:00
Titipuci,Application qui plante,"Bonjour, application qui plante sans arrêt ou qui reviens sans arrêt au début des articles alors que l'on veut à la fin de la page. Depuis ce matin impossible de regarder une vente offre kids s'ouvre sans arrêt et fait tout planter",1,0,fr,2017-06-13T22:17:32-07:00
AL82700,La pub Kid's corner empêche de naviguer,"Vente-privee a été mal inspiré en mettant en avant sa nouveauté grâce à des fenêtres flottantes. Du coup, la navigation au sein de cette application est devenu impossible et on est systématiquement rédigé vers le kid's corner...",2,0,fr,2017-06-13T22:17:44-07:00
L_emmerdeur,Décevant,L'écran de pub qui n'arrête pas d'apparaître et qui vous fait sortir de la page que vous consultez quand vous avez eu la chance d'y arriver ! Ça va être difficile de passer des commandes avec tout ça ...,1,0,fr,2017-06-13T22:16:25-07:00
Yomgui75,Stop La pub pendant la navigation,"Depuis ce matin, j ai une page de pub qui prend tout l écran qui apparaît aléatoirement plusieurs fois pendant la navigation. C est extrêmement penible. On va pour sélectionner un produit, et on a la pub qui s intercale. Du coup obliger de revenir sur la vente, dans la. One catégorie, sur le bon produit.Changez ca, ou vous perdrez au moins un client.",2,0,fr,2017-06-13T22:15:17-07:00
Dview,Indigne,"Appli qui devient catastrophique à chaque mise à jour. Dernière nouveauté, l'écran pub kids corner qui apparaît toutes les 5s, on clique sur la croix mais l'écran pub revient. Je n'ai pas d'enfants et j'ai les boules de ne pas pouvoir regarder les ventes sans être dérangé.Inadmissible pour une enseigne comme la votre.",1,0,fr,2017-06-13T22:15:59-07:00
👽😱👍👏Thibault du 69530,Application inutilisable,"Application pas au point, au même titre que les délais de livraison. Impossible de naviguer 30 seconde sans que leur publicité surgisse à l'écran et vous redirige vers une autre page. Passez votre chemin.",1,0,fr,2017-06-13T22:13:21-07:00
Fanyterry,Grrrr,"C'est quoi cette pub qui s'incruste toutes les 5 secondes????!!!! La Croix de suppression de fonctionne pas et si on a le malheur de toucher l'écran bah elle nous fait revenir en arrière... Bref, ça me saoule, donc appli supprimée!À part ça j'adore le site ;-)",1,0,fr,2017-06-13T22:12:54-07:00
Coati94,Publicité rendant l'app inutilisable,Depuis la mise à jour une pub se met en plein écran toutes les 5 secondes !Application devenue inutilisable...,1,0,fr,2017-06-13T22:12:58-07:00
Babs de Lyon ,Kids corner de m.....,"Achats impossible aujourd'hui. Fenêtre contextuelle ""Kids corner"" qui n'a cessé de s'afficher toutes les 3 secondes. Vous testez vos applis avant de les proposer !!!?",1,0,fr,2017-06-13T22:11:14-07:00
JessiFR,Énorme bug avec la mise à jour,Bravo pour la pub qui revient toutes les 5 secondes et qui empêche de naviguer... pas d'achat aujourd'hui !,1,0,fr,2017-06-13T22:09:19-07:00
Alex Lhg,Spam kid corner,"Bonjour , arrêter de mettre le spam kid corne , toutes les 10 secondes !!!J'avais envie de regarder l'application et de peut être saisir une opportunité.Ça m'a tellement agacé ... jai enlevé l'application .",1,0,fr,2017-06-13T22:06:18-07:00
Sophiecharbo,Pub intempestive,Depuis ce matin votre pub sur kid's corner est très penible impossible de regarder une vente tranquille dommage,1,0,fr,2017-06-13T22:05:35-07:00
Pad-awan,Pubs insupportables,"Depuis cette nouvelle mise à jour, les pubs apparaissent toutes les 5 secondes sur l'écran !! Insupportable, et même inutilisable.",1,0,fr,2017-06-13T22:05:46-07:00
hello029,Pub?,"C'est quoi cette pub kids que j'ai dû fermer 4 fois en moins d'une minute ? Insupportable ! Enlevez ça c'est excessivement gênant ! On ferme ça revient, plus envie de venir voir vos ventes avec ce trucs qui revient de façon intempestive",2,0,fr,2017-06-13T22:04:49-07:00
Chahro,Voleur,"Application pourrie Service client inexistant.Depuis 15 jours j'attends qu'il m'appelle pour une commande d'overboard que j'aurais dû recevoir depuis 3 semaines.À chaque appel on me répond qu'on va me contacter sous 12h, toujours rien et on refuse de me rembourser!!!Inadmissible Il faut mieux commander chez AliExpress. C'est plus sérieux",1,0,fr,2017-06-13T14:13:15-07:00
kyzersose,Ne fonctionne plus,L appli ne marche plus depuis plusieurs semaines sur iPad....sur iPhone oui ... quand allez vous remédier à cela ????,1,0,fr,2017-06-10T13:01:45-07:00
Cleopatre94,Ventes oui mais livraison très chères,Vos tarifs livraisons en points relais frisent l'indécence. Il est grand temps d'arrêter le gavage. Prenez exemple sur la concurrence genre Showroomprivé,2,0,fr,2017-06-09T06:50:38-07:00
guenolefrancois,"Trop lourd, trop lent",Application très mal développée. L'application la plus lente du monde à démarrer. Du coup je vais sûrement la supprimer.,1,0,fr,2017-06-07T04:26:38-07:00
EliseiPhone6D,Boutons de navigation non nommés,"Appli déficiente depuis 1 mois (iPhone 7+) : de très nombreux boutons ne sont pas nommés et apparaissent sous forme de lien : ""mobile/menu/categories/button/..."" ce qui rend la navigation particulièrement peu lisible et l'appli peu utilisable",1,0,fr,2017-06-07T03:21:14-07:00
Fabixxx12,Y a t il un développeur pour cette appli ?,Derniere version ios et vp et pourtant tjs les mm pb d affichage!! Au debut des mobiles apps je veux bien mais maintenant qd mm. Un petit effort svp. Ce n est pas un si gros budget que ca !,2,0,fr,2017-06-04T14:05:22-07:00
GRNMSTRFLSH,Bug de défilement,Lorsqu'on fait défiler les articles il y a un problème technique qui nous ramène en haut de la page. C'est très agaçant ...,1,0,fr,2017-06-04T05:07:12-07:00
Nidosal,Trop de bug,Il y a vraiment trop de bug cest soûlant à force. Merci de faire le nécessaire,2,0,fr,2017-06-03T01:34:30-07:00
Cut94,Application adapter iPhone6 ????,Trop de vente...Tue la vente privée Bienvenue dans la vente de masse.,1,0,fr,2017-06-02T11:06:13-07:00
SkdArchy,Bug,"Le scroll ne fonctionne pas, les pages remontent tout seules",2,0,fr,2017-05-31T12:16:22-07:00
Tizkdh193863,Très bof,Je suis un très bon client je commande sans arrêt et la livraison de 3-4 semaines est insupportables ! Sachant qu'on paye 7€ de livraison! Showroom est plus performant !  Faut changer ça !,2,0,fr,2017-05-30T10:10:38-07:00
Titigue,Parfait,"Je trouve que cette application est très bien 👌🏽👌🏽👌🏽👌🏽👌🏽👌🏽👌🏽Nous avons souvent de très bonne marques Même la présentation de l'application est simple à utiliser C'est vrai que ça arrive que l'application nous remonte tout en haut , mais c'est pas quelque chose de grave La livraison est respecté Et même  elle arrive avant la date prévue . Cette application me fais faire des achats vraiment impulsive",5,0,fr,2017-05-29T15:04:51-07:00
Lalou77,Très agaçante,"Pour une appli comme celle-ci, il est très agaçant que la page ne fasse que remonter !! En plus, les notifcations, c'est également du grand n'importe quoi ! Il y en a qui s'affichent, mais j'ai beau cliquer dessus, je ne sais pas à quoi cela fait référence... en plus, souvent, elles mettent 10 ans à partir...",1,0,fr,2017-05-28T02:00:31-07:00
Relolo17,Appli trop lourde.,"Plante sans arrêt, arrive même à planter mon iPhone. Temps de chargement au delà du supportable. Et si vous preniez exemple sur Showroom. Enfin je dis ça, je dis rien....",1,0,fr,2017-05-26T10:37:49-07:00
Nico 384858585848,Bug....,"L'appli bug (avec IPhone) quand on se déplace dans une page, l'écran saute et revient en haut de page. Très agaçant et inadmissible pour une appli de cette envergure. A corriger rapidement !",1,0,fr,2017-05-25T01:35:22-07:00
Nico1066666,Beug,L'application remonte les pages toute seule,1,0,fr,2017-05-24T00:10:41-07:00
Glad1981,Nouvelle fonctionnalité : spam de notifications,Depuis un mois l'application ne cesse d'envoyer des notifications à tout propos. Impossible à paramétrer à moins de couper les notifications complètement dans les réglages de l'iPad (ce que j'ai fait). Mais bon ils mettent des 😉 donc ça va.,1,0,fr,2017-05-23T14:22:05-07:00
Cubbe,Toujours des bugs...,"Et sinon vous corrigez un jour l'affichage de ""mes commandes"" quand l'OS du téléphone est en anglais ?",3,0,fr,2017-05-22T08:35:07-07:00
Minouchkai,Un désastre,"Cette app est une catastrophe depuis que je l ai elleNe fait que buggue,si derrière cette app se cachais en petit dev au moyens limités je comprendrai MaiS la vu la boite derrière c inadmissible que malgre les MAJ ces bugs continuent,à croire que c est le cadet de leurs soucis",1,0,fr,2017-05-22T08:18:14-07:00
chrys16,Appli de plus en plus instable,"Les versions se suivent et sont de plus en plus instable. Je passe sur les choix de la société concernant les affichages et le mélange permanent des ventes (moins violent que dans la version précédente néanmoins). Mais l'appli qui ""saute"" systématiquement quand on arrive au bas d'une vente pour revenir aux premiers articles c'est insupportable ! Améliorez ça! Je suis sous iPhone 7... je doute que ce soit un pb de vétusté ! Merci!",2,0,fr,2017-05-22T00:15:51-07:00
Baba on the tub,Bof bof,A quand une intégration de 1password dans l'app ? ApplePay ?App trop longue à se lancer. A revoir.,2,0,fr,2017-05-20T02:37:03-07:00
Vieuxcedre,Affichage,"Sur mon iPad ,sur le site ,l'affichage ""panier "" a disparu de l'écran ! Pour consulter le panier après un achat je dois faire toute une manip en faisant un autre achat par l'écran voir ""le produit ""( si je fais achat rapide cela ne fonctionne pas ! ) et à partir de la il y a le choix ""continuer achat ou afficher panier "" pas simple ....... comprenez mon énervement ...... et mon agacement !!!! Agissez vite ..... Merci",1,0,fr,2017-05-18T00:13:45-07:00
Occilisa,Impossible d'installer la dernière version,Fidèle cliente mais plus possible d'installer l'application depuis la dernière mise à jour. Inadmissible pour un site d'une telle envergure !,1,0,fr,2017-05-17T09:04:10-07:00
Antares77,Catastrophe dernière version,"L'application était fiable jusqu'à la dernière version.Depuis, je consulte un article, mais dès que je reviens vers le menu principal soit de l'article soit de l'application, celle-ci plante et plus rien ne réagit.",1,0,fr,2017-05-14T00:05:57-07:00
cathy24300,Impossible d'ouvrir l'appli,"Depuis la maj plus possible d'ouvrir l'appli, identifiants incorrects et quand je veux changer le mot de passe, mon compte n'existe pas. Ça fait plutôt amateur. À rectifier d'urgence",4,0,fr,2017-05-13T16:37:35-07:00
Babaorhum7594,Ne reconnaît plus mon compte !!!,Merci de régler vite Le probleme,1,1,fr,2017-05-13T15:06:26-07:00
Dr4g0nsp1k3,Minute papillon,"Depuis les dernières mises à jour l'application refuse quasi systématiquement de s'ouvrir et affiche un message d'erreur ""minute papillon""",1,0,fr,2017-05-11T06:31:15-07:00
Marednaretor,Bugg,Ca bugg Dupuis un mois,1,0,fr,2017-05-11T05:20:55-07:00
J. Brodez,Ça passe.,"Je commande pas mal sur cette appli, et franchement ça va. Y'a quelque bug de temps en temps, mais les articles arrive (Certe il y a pas mal d'attente sur certaine vente mais ça vaut le coup.)",4,0,fr,2017-05-10T16:54:45-07:00
Opggijgdsthc,Menu URL,"Lors des suivi colis, les titres ne sont pas apparents",2,0,fr,2017-05-09T11:06:19-07:00
Bulyli,Application trop sensible,"En défilant vers le bas, parfois on remonte tout en haut de la liste d'articles. C'est assez pénible quand cela arrive plusieurs fois d'affilé. Je trouve l'application moins ergonomique qu'avant.",3,1,fr,2017-05-08T09:59:25-07:00
Toto45520,Bonne ventre prix défiant toute concurrence,Vente privée à des ventes très intéressantes néanmoins je suis déçu après avoir depuis plus de 300€ et toujours pas de bon d'achat,5,0,fr,2017-05-05T09:56:25-07:00
Plazza31,Pas fiable,Retard de livraison d'un mois.,1,0,fr,2017-05-04T06:36:55-07:00
Luigi78,NE fonctionne plus,Depuis la dernière mise à jour l'application ne s'ouvre plus dommage 😖,1,0,fr,2017-05-02T12:23:29-07:00
louane6,De moins en moins intéressant,Ils abusent sur les tarifs qu'on trouve moins cher sur cdiscount en plus les fdp sont gratuits.De moins en moins d'offres à bas prix car avec les fdp sont élevés.Je n'ai plus rien acheté depuis un an et j'ai trouve mieux ailleurs.Pensez à comparer les prix vous verrez les différences,1,0,fr,2017-04-30T01:46:49-07:00
therewillbealight,Spam via notifications,"L'appli n'arrête pas de demander l'autorisation de notification. Sauf que quand on les autorise (parce qu'on pense avoir des alertes sur les ventes qu'on a demandé à suivre), on se retrouve avec des notifications publicitaires qui n'ont rien avoir avec les notifications programmées...",1,0,fr,2017-04-26T10:35:18-07:00
Antdar20,Connexion impossible,Je ne peut pas me connecter à l application,1,0,fr,2017-04-22T02:11:24-07:00
Denver le dernier dinosaure,👎🏼,Depuis cette Dernière mise à jours que je regrette d'avoir fais il m'est impossible d'ouvrir l'application qui beug au chargement,1,0,fr,2017-04-21T22:55:04-07:00
Madi Anna,Très bien mais,Très bon appli sur je préfère même au site internet. Cependant il y a un bug concernant les boutons... on ne sait jamais sur quoi on clique (sauf si on est très habitué) une fois ce détail corrigé ça sera parfait !,4,0,fr,2017-04-21T20:50:44-07:00
rrruuubbeeennn,Service + service client + SAV =0,"Tout est dans le titre, produit non reçu, ou reçu en mauvais état, suivi de commande déplorable, temps d'attente excessif et geste commercial inexistant. Cherchez sur internet ailleurs avant d'acheter chez eux c'est un conseil.",1,0,fr,2017-04-21T05:49:38-07:00
JL 46,Très bien mais toujours les mêmes bugs,"Super application, mais toujours les mêmes bugs.En mode multitâches, si on zappe d'une appli à l'autre, lorsque l'on revient sur VP l'appli se ferme et redémarre très lentement...Une mise à jour sur 2 ce bug est réparé, et là cela m'éjecte de nouveau.Pfff...Sinon beaucoup de choix, variétés des ventes très bien.",3,0,fr,2017-04-20T13:54:57-07:00
Jaja53,Bug trop souvent,"Entre les messages""en maintenance"" et ""rééssayez"" pas facile de se connecter. On abandonné vite. Dommage.",3,0,fr,2017-04-20T00:40:25-07:00
LeSeb92,Appli toujours poussive,"Sur iPad (Air et Mini), délai d'ouverture parfois tres long, nombreux blocages et plantages en cours d'utilisation. Dommage quand on se veut le leader du segment...",2,0,fr,2017-04-19T22:53:24-07:00
Clairoucameleon,Lentissime,"Application bug complètement, lentissime, impossible d'accéder à mon panier du coup la commande a expiré et articles épuisés immédiatement...",1,0,fr,2017-04-19T22:38:27-07:00
kykynou,App et site catastrophique,Apres création de 3 compte impossible de se connecté dessus. Plus une tentative de connexion sur un compte existent impossible aussi (sur deux lieux different wifi et 4g)Devrait rémunérer leur webmaster avec leur frais de port ;),1,0,fr,2017-04-19T13:38:26-07:00
Kevo411,Ne fonctionne pas !,Cela fait 3 jours que j ai télécharger l appli VP et quand je vais dessus il me marque : désolé l application est en maintenance . Pourquoi !!??,1,0,fr,2017-04-19T03:02:02-07:00
Loulouix,Fonctionne pas,Ne fonctionne en 4g,1,0,fr,2017-04-18T00:10:01-07:00
Toutounelg5,Simplicité mais beaucoup de bugs,Une application très simple d'utilisation mais de nombreux bugs comme des blocages ou l'impossibilité d'accéder à certaines ventes qui nécessitent un redémarrage de l'application.,2,0,fr,2017-04-17T05:59:54-07:00
MADAMEWINNIE,Simple d'utilisation ergonomique,"Simple, joli, ergonomique, on choisit soit dans la liste d'accueil soit dans les rubriques, et le systeme d'alertes pour ses marques préférées est au top. Dommage qu'on ne puisse pas cumuler le panier entre les différentes marques.",5,0,fr,2017-04-14T01:34:04-07:00
Titinemel67,Bonnes affaires,"Vente privée est un site intéressant. On peut mettre des larmes sur ce qui nous intéresse uniquement, les prix sont très très attractifs ! Je l'utilise pour les chaussures, les produits de beauté, et même les abonnements aux magasines (jeunesse, autoplus, etc..). Je recommande.",4,0,fr,2017-04-14T01:07:37-07:00
RAIEMANTA07082013,Fdp élevé et articles manquant voir inexistant,"Bjr, j'utilise depuis très longtemps cette application et c'est vrai qu'avant y avait plus de produits. La, on tourne en rond dans certaines marques et les frais de port ont augmenté de façon exagérer. Plusieurs de mes commandes sont arrivées en deux colis ou carrément pas du tout de colis, le service client me dit tout simplement que les articles ne sont plus dispo??? La, j'aimerais bien savoir comment ça se fait alors que je les ai achetés ??????????? Donc, en effet, y'a bcp de soucis avec les commandes, les frais de port c'est devenu bcp trop cher et faites en sorte que les articles sélectionnés dans notre panier y reste et quand on passe au paiement qu'ils soient livrés. En passant, ça fait plus de 10 ans que je suis cliente chez vous.",2,0,fr,2017-04-13T22:56:24-07:00
Fred-2201,Très bonne appli,Bien pensée je recommande fortement,5,0,fr,2017-04-13T08:35:49-07:00
lyly.a,Bonne appli,.,4,0,fr,2017-04-13T06:11:01-07:00
Compy442,Bien conçue,RAS,5,0,fr,2017-04-13T01:57:22-07:00
Pseudo: flolam,Bug application,"J'ai un message ""c'est l'heure de la maintenance"" lorsque j'ouvre l'application.J'ai essayé de réinstaller l'application mais le problème persiste. Cela fait des semaines que ça dure et je n'ai pas accès à l'application sur mon smartphone.",1,0,fr,2017-04-13T01:20:36-07:00
MiniMau Creola,Pas Mal Mais ...,"Vraiment pas mal, mais Je commande de moins en moins. Il y a 2 ans, j'aurai mis 5 étoiles sans réfléchir. Et ce malgré les frais de port un peu élevés pour des colis reçus avec de nombreuses semaines d'attente. C'était un peu le deal. En revanche, je refuse de filer ma carte bancaire pour un service, qui quand il est déplorable, le service après vente est inexistant voire méprisant. Les commandes qui m'amènent a bientôt quitter vente privée sont les 2 dernières commandes que j'ai émise. Elles touchaient à l'hygiène et à l'enfant. Vente privée leur a accordé traitement inacceptable et quand je me suis retournée vers eux il y a 2 mois déjà courant février, j'attends encore le retour photos prises des articles pour prouver ma bonne foi. Mais j'ai bien compris que vente privée n'en a que faire. En gros je suis déçue. Dire que je commandais avec tant de plaisir chez eux. ........ 🤢",3,0,fr,2017-04-12T22:28:24-07:00
Garcoune,Bug,"Je suis le seul à avoir de gros bug depuis la dernière mise à jour de l'application IPhone ? Tous les codes html apparaissent, la page des commandes est illisible...Help !",1,0,fr,2017-04-12T21:58:27-07:00
fouxybrown69,Très bonne application,Bon rendu graphique et navigation intuitive,5,0,fr,2017-04-12T17:50:27-07:00
Biboutikitou,J'adore ❤️,Tout est parfait !,5,0,fr,2017-04-12T14:04:17-07:00
VirginieLD,Bien,Bonne appli mais les frais d'envoi sont très exagérés.,4,0,fr,2017-04-12T10:28:48-07:00
BadradDine,Vente-privée,Excellente application qui en cas d'inaccessibilité remplace aisément celle du site.,4,0,fr,2017-04-12T10:14:53-07:00
Christianneblanche,Excellent site,"Depuis le début de Vente-Privee, je regarde Le site fréquemment et j estimé que c est lesite le plus intéressant par les différentes Ventes et marques avec de superbes photoset un excellent service après-vente.Certaines marques sont très luxueuses et d autres utiles...",5,0,fr,2017-04-12T06:57:38-07:00
Quatrequatre77,Très bon site,Les produits sont bien détaillés les marques bien diversifiées.Par contre les remboursements sont longs à être fait.,4,0,fr,2017-04-12T05:59:29-07:00
BEN CHAOUACHA,Application Très Efficace,Beaucoup de bonnes affaires,4,0,fr,2017-04-12T05:17:49-07:00
Gallas28240,Site attractif mais tres long,Frais de port trop cher temps téléchargement trop long,3,0,fr,2017-04-12T04:10:04-07:00
Kath 972,Bonne appli mais...,"C'est une bonne appli, mais quand on veut annuler un achat il est difficile voire impossible de trouver le bon endroit",3,0,fr,2017-04-12T03:34:03-07:00
Anne so12270,J'adore,J'utilise VP depuis plusieurs année je n'ai eu aucun soucis. L'application tant qu'à elle est bien faite plutôt ergonomique on peut sélectionné ce que l'on cherche. J'en suis très contente.,5,0,fr,2017-04-12T02:37:21-07:00
Arctipical,Bien,Application longue à ouvrir Mais le reste est très bien !,4,0,fr,2017-04-12T02:32:39-07:00
Ilham69,Interface agréable et très intuitive!,"Cette application est très agréable et intuitive du point de vue de l'interface. Manque certaines fonctionnalités sur tablettes et mobiles (ex: retour produit, ....). Peut être dans un proche avenir? Bonne continuation.",4,0,fr,2017-04-12T01:56:16-07:00
66valou,Vente-privee,Une carte de fidélité serait bien pour avoir des frais de port gratuit.,3,0,fr,2017-04-12T01:29:34-07:00
🇲🇦🇲🇦,Application au top,"Super Appli, les commandes arrivent comme prévu aux dates indiquées, la qualité est nickel, je recommande 👍🏼",5,0,fr,2017-04-12T01:14:00-07:00
Miminanazizi,Bonne application,De bon produits à des prix attractifs,3,0,fr,2017-04-11T23:58:40-07:00
Elsa78zaza,Vente,Super,5,0,fr,2017-04-11T23:38:56-07:00
islem27,Achats,Top application,5,0,fr,2017-04-11T22:37:04-07:00
Breizha,Toujours indisponible,"Impossible d'ouvrir l'application. Elle est toujours momentanément indisponible, et on nous demande de réessayer plus tard... sur iPhone.",1,0,fr,2017-04-11T22:24:19-07:00
Cadhjhdcbnkb,Excellent,"Service excellent , commande reçu dans les temps , produit comme sur le site ! Des promos sur les frais de livraison seraient appréciables ;)",5,0,fr,2017-04-11T22:02:21-07:00
SS2jteam,Easy,"Appli super sympa, simple à utilisée. Seul bémol pour moi: manque de visibilité pour les dates de fin de vente.",4,0,fr,2017-04-11T13:48:29-07:00
stephdelicht,Excellente appli,Vraiment génial pour faire des économies sur les plus grandes marques,5,0,fr,2017-04-11T13:26:09-07:00
yoha011,Top,"Application au top, idéale pour faire ses achats!",5,0,fr,2017-04-11T13:13:17-07:00
Flowdinio,L'app plante en permanence,"On trouve les mêmes produits ailleurs, au même prix mais en livraison plus rapide !",1,0,fr,2017-04-11T12:24:39-07:00
Skual97,Vente-privee,Nikel comme appli,4,0,fr,2017-04-11T12:00:35-07:00
Thiosulfurique,Très efficace,Télécharger sans hésiter Je l'utilise plus 100 fois dans la journée,5,0,fr,2017-04-11T11:26:53-07:00
Chrisalmel,Ils peuvent mieux faire,"Le tri n est pas optimal, les listes de raccourci en anglais écrits en tout petit ne favorisent pas à mon sens la navigation Concernant les ventes je trouve de moins en moins mon bonheur, je ne les trouve plus aussi bons qu au début",3,0,fr,2017-04-11T10:08:57-07:00
Nerroth29,Application correcte mais un peu lente,L'application eT correcte. Le graphisme un peu space mais Ok. Des lenteurs toutefois au démarrage et au passage de page en page.,3,0,fr,2017-04-11T09:22:25-07:00
msjclc,Avis clients,Application super utile je recommande,4,0,fr,2017-04-11T07:15:26-07:00
Na ou,J'aime bien,L'application est géniale !!! j'ai trouvé des choses a des prix intéressants. La seule chose que je reproche : le temps de réception est ultra long... j'avoue avoir renoncer à certains achats à cause de la date d'expédition.,3,0,fr,2017-04-11T06:02:21-07:00
Mounette26,Vente privée au top,👍🏼👍🏼👍🏼👍🏼,5,0,fr,2017-04-11T05:11:47-07:00
Chérif Y,Très efficace,👍,5,0,fr,2017-04-11T05:00:43-07:00
P. Sec,Les meilleures affaires,Tout simplement le meilleur site pour faire les meilleures affaires!Merci!,5,0,fr,2017-04-11T03:38:10-07:00
OrnelaLDG,Au top !!,J'ADORE !!!!,5,0,fr,2017-04-11T01:49:32-07:00
Melyza25,Application simple et efficace,👍🏻,5,0,fr,2017-04-11T01:29:01-07:00
Guigui86210,Très bonne appli,"Très bonne appli malgré quelques petits bugs. Facile d'utilisation, elle permet l'accès à VP de partout.",4,0,fr,2017-04-11T01:20:50-07:00
FCKG,Moyen,Trop de marque trop de port en plus on paie le port retour ... mercantile abusé !,2,0,fr,2017-04-11T01:08:14-07:00
Wonder flafla,Addict,Bien sûr smartphone !,4,0,fr,2017-04-11T01:05:08-07:00
Ely.rbl,Très bonne application,"C'est une application sur laquelle je me rend pratiquement tous les jours ! Seul bémol, les délais de livraisons qui sont parfois longs et les frais de livraison jamais offert quelque soit le prix.. Sinon excellente application avec un tas de bons plans !! Je recommande 😊",4,0,fr,2017-04-10T23:13:28-07:00
Mouss1972,B0f,Impossible de réfléchir acheter ou vider son panier avant de voir une autre vente...Payer des frais de livraison pour chaque commande... aberrant...Impossible de se connecter lors des périodes de soldes... bref le seul intérêt c' est le prix et encore... prenez le temps de voir ailleurs... sans parler des colis qui n'arrivent jamais...!!!,1,0,fr,2017-04-10T23:12:18-07:00
Aude14411,Une très bonne appli,"Je me connecte chaque jour sur vente privée qui propose des produits pour tous les membres de la famille, même pour les cadeaux!",4,0,fr,2017-04-10T22:48:37-07:00
Slàzer,Top,Top,4,0,fr,2017-04-10T22:46:06-07:00
Bédja 13,Vente privée,"Au top ! Facile à utiliser , Bien organisé, une mise à jour qui ne perturbe pas le bon fonctionnement de l'application",5,0,fr,2017-04-10T22:12:45-07:00
anabian,Bonne appli mais :,"Commentaires du 11/04/2017: trop de succès tue le succès. Les prix deviennent de moins en moins intéressants et les délais de livraison s'allongent encore. Je me tourne de plus en plus vers Amazon et BAZARCHIC !Devient moins facile à utiliser (exemple : les ventes à venir)...Quant aux ventes proprement dites, le port est très cher et les prix grimpent ! Parfois c'est plus intéressant d'acheter ailleurs ( internet, magasins,...) qu'aux ventes privées !!:-((",2,0,fr,2017-04-10T21:32:16-07:00
Tikoss53,Parfait,Bonne appli impeccable,5,0,fr,2017-04-10T21:08:56-07:00
Malowisk,Top,Appli très bien faite et très facile d'utilisation,5,0,fr,2017-04-10T17:03:09-07:00
ello227,Contente,"Clientèle depuis des années , jamais déçu des achats que je reçois , par contre le frais de livraison son élevées et ce quelque sois le montant , il ne faut pas être presser pour la livraison .",3,0,fr,2017-04-10T14:18:18-07:00
YamYam93,À faire évoluer,Encore dès articles manquants sur l'application !! Alors que sur le site les articles ou marque y sont...incroyable comment les développeurs peuvent laisser sa !,2,0,fr,2017-04-10T14:14:11-07:00
Cristojoce,Vente privée,Trop top,5,0,fr,2017-04-10T14:00:07-07:00
Polosporting,Super Apli,De bonnes affaires à faire !!!,4,0,fr,2017-04-10T13:58:52-07:00
Aaanastasie,Super !,C'est top 👍 moi elle me va trop bien !!!! Jadoooooore,5,0,fr,2017-04-10T13:56:07-07:00
