author,comment,rate,date
kiki scult,J'adore Tout simplement top,5,1459375200000
Stéphanie Collomb,Super J'aime beaucoup cette application,4,1459375200000
Soufiane Kadi,Bien rien à dire Idem,5,1459634400000
Melissa Lewis,Bug souvent,3,1459461600000
OC moi,"Clair, intuitif, bons plan",5,1459461600000
alexis charpiot,"Parfaite ? Rapide,  fluide,  clair.",5,1459375200000
kais Euchi,Super Simple a l utilisatiob,5,1459980000000
Priscilla Chusseau,Très simple d'utilisation,4,1459980000000
Marjorie Millecamps,Parfait Parfait pour faire de bonnes affaires,5,1459375200000
Arnaud Riemann,Manque un peu de nouveaux produits...,3,1462312800000
Moussa KONE,Nickel Très bonne appli,4,1459375200000
JF Tolaguera,Fait le job. C'est une bonne application.,5,1459634400000
jerome OUGEN,Bonne application. Bien pensé 💚,4,1459375200000
benoit regnault,Correct Pas trop mal,4,1459375200000
Céline DIEVART,Navigation facile et bien illustrée,4,1459375200000
Benjamin BARTHELEMY,"Super application, simple et efficace",5,1461621600000
missclarinnette miss980,J adore super app,5,1459375200000
avetisyan armen,Super Suprime fdp svp,5,1462658400000
صباح الخير,Tgg Ygg,3,1459375200000
Sandrine Swift,Au top,4,1459461600000
Stephann SALOMON,Ça va tranquille,4,1459548000000
Sylvie Maro,Tous les jours au petit-déjeuner......,5,1459375200000
Victor Didi,Très bien Super,5,1459634400000
Solene P76,Intéressant mais... ...frais de ports élevés,2,1460671200000
Souad Verstraete,Très bonne appli,4,1459375200000
Orsacchiotto Cambo,Tres sympas Tres sympas!!,5,1459375200000
laurine jolivet,Très bien Pratique,4,1459375200000
Debo Maud,Appli tres sympa,4,1459375200000
Mumu Raf,Super bien fait,5,1459375200000
Michaud Axelle,Totalement fan!,5,1459375200000
Mahiziau Assani,J aime bcp,5,1459375200000
Louis Béaur,Trop bien ! Trop bien !,5,1459375200000
Sophie ALVES,Bonne appli RAS,4,1459375200000
JULIEN SEVIN,Tres tres bien,5,1462312800000
Sandra Petit,Toujours tres bien,4,1459375200000
Carmela Daniele,Frais de port exorbitants,2,1459461600000
Nicolas DOLE-CHARTIER,Bonne application !,4,1459893600000
Magdalena Fernandes Ferreira,Facile pratique et rapide,5,1459375200000
Fanny Dac,Elle fonctionne bien,5,1459375200000
Nicolas Magniot,Très bonne application,4,1459548000000
Angelique Calvin,Très bonne application,5,1459375200000
kiki scult,J'adore Tout simplement top,5,1459375200000
E. P.,Application simple et efficace,5,1459461600000
cyril goudstikker,Fonctionnelle simple efficace,5,1459375200000
Sih Khouatra,Parfait Bonne application,5,1459375200000
faustine de ca,Très bonne appli,5,1459375200000
Dav Imb,Très bonne application,5,1459375200000
Jennifer Laroch,Très bien faite,4,1459720800000
Taco Coulibaly,Une bonne appli,4,1459375200000
trapy laurence,Tres bonne application,4,1459375200000
Mathilde Renaud,Avis Très bien,4,1459461600000
leeloo Dallas,Excellent!!!!! Très bonne application!,5,1459720800000
Aurore Delcroix,J'adore. Ne beug pas.,5,1462312800000
Corine Engelvin,Vente  privée Bien,4,1459375200000
francoise havelette,Fonctionne bien rapide,4,1459375200000
Patrice Patrice,Super Appli fluide,5,1459375200000
JAMES LAURIANE,Frais de port eleves,3,1459720800000
philippe renascentia,"Continuer Pratique, simple, rapide ....",4,1459548000000
Magali Geoffroy,Génial Application extra,5,1459375200000
Angélique Cocheril,Très bonne application,5,1459375200000
BUIRETTE Sandra,Sandra,4,1459375200000
Christelle L,Bonne application,4,1459807200000
Matthieu Richard,Note,3,1459893600000
Aurelie Pierrat,Bonne application,4,1459375200000
Matthias Casier,Superbe application.,5,1459375200000
Anne-Lise Pireyre,Super application,4,1459375200000
niaki mamaz,J'adddôôôre,5,1459375200000
robert fontaine,Yessss,5,1459461600000
bruno angelo,Juste ce qu'il faut,4,1459461600000
Guyomard Mathilde,Top,5,1459375200000
manon dufays,Bonne appli,4,1459980000000
raja El ouardi,Superbe application.,5,1459375200000
Stephane Maynadier,Bon application,4,1459375200000
patrick grey,Bon travail,5,1459461600000
Lapilus Elodie,Très bien,4,1459375200000
Jeremy Pitioux,Tres bien,4,1459375200000
Dorothée DERHI,J'adore appli au top,5,1459375200000
Damien Coeur,Toujours au top,5,1459375200000
Gimenez Roberto,Bla Bla,5,1459375200000
N Tia,Commentaire Constructif,4,1459548000000
Patrice Kovalenko,Facile et rapide,5,1459375200000
LAETI MASSEI,Bonne application,4,1459461600000
Gilou BGS,Toujours au top,5,1459461600000
Agathe Puce,Top,4,1462399200000
rodbo01,Facile et pratique,5,1459375200000
Laura Germain,Rapide et pratique,3,1459375200000
jean michel prochaska,Excellente appli,5,1459720800000
Leyia Kuediatuka,Quest Ok,4,1459375200000
faustine de ca,Très bonne appli,5,1459375200000
ndeye ba,Like,5,1459634400000
Sophiia2014 Sophiia,De plus en plus nul,1,1459461600000
,Bonne application,5,1459375200000
Romeau Bo,Bonne application,4,1459375200000
Nicolas Blanchard,Très bien,5,1459375200000
Jennifer NIETO,Appli parfait,5,1459375200000
Matthieu BONINO,Top,4,1459807200000
RBA BJ,Excellente applications,5,1459375200000
Katia Tollemer,J'adore tout simplement. ..,5,1459375200000
ha mes,Super appli,4,1459375200000
Céline Comte,Bonne Appli,4,1459375200000
Dina Ledoux,SUPER,5,1459548000000
Burand Matthias,Bien fiable,4,1459461600000
Aurélie PEULTIER,Perfectible,4,1459375200000
Greg Greg,Très bien,5,1459548000000
mohsin elbahri,Efficace et ludique,5,1459375200000
Charlotte Apolline,Super appli,5,1459634400000
Marie Kissoon,J'adore Excellente,5,1459375200000
CISCOWEAR Built to Last,Très positif,4,1487631600000
Mathilde Bonioni,Très bien,4,1459461600000
Renaud DELHOUME,Bien,4,1459548000000
Christophe Marchive,R.A.S ..... Nickel !,5,1459461600000
souadou goudiaby,Bien,5,1459461600000
Rachel Floch,très bien,4,1459375200000
Vincent Garrivet,Très bien,5,1459807200000
Samira Pastor,Bon plan,4,1459375200000
Rania Loulou,Trés b1,5,1459461600000
Martine Claudon,ok,4,1459375200000
Arnaud Chevrier,Très bien,5,1459375200000
An Ge,Ras Super,5,1459375200000
Marc MURET,Bien Tb,4,1459634400000
sseci dousey,Plutôt bien,4,1459461600000
Mielcarek Florian,Super appli,5,1459375200000
Niko Niko,J'adore...,5,1459375200000
Salem F,Parfait Wow,4,1459375200000
Elo Ela,Très bien,5,1459375200000
Nicolas Jardin,Pratique & épuré,5,1459375200000
oum Sarah moume,Très bien,4,1459375200000
Amelie Simon,Très pratique,4,1459375200000
nicolas monnier,Application parfaite,5,1459461600000
Abderrazak El Hilali,J'aime bien,5,1459375200000
Fethi Omrane,Parfait J'ADORE,5,1459634400000
Alves João Paulo,Toujours au top,5,1459720800000
Jacques Bouttefort,Très bien,5,1459461600000
Sophie Thery,Super,4,1459893600000
Rosine 2cc,J adoooore,1,1459375200000
Jeanne Vasse,Super génial,5,1459375200000
Vincent Legrand,Trop lente,1,1459720800000
Prunelle Kawa,Fan J'adore,5,1459375200000
Emilie LETA,Très bien,4,1459375200000
Céline Comte,Bonne Appli,4,1459375200000
magali prigent,"L'arnaque des frais de port Frais de port élevé, délai de livraison beaucoup trop long ! Réduction pas si avantageuse. Décevant, on trouve donc mieux sur d'autre site. On ne peux pas regrouper les achats donc il faut encore et encore payer des frais de port exorbitant !",1,1457218800000
Marie Lalouette,"Bien pour petits achats Mais dès que le colis est hors format, il ne peut être livré par la poste. Alors commence la galère du sav. J'ai fait une erreur d'achat et du coup le retour etait a mes frais. Normal, mais impossible de beneficier d'un tarif preferentiel. Le retour me coutait plus que revendre le quart du prix sur le bon coin. Au moins j'ai fait un heureux dans mon coin. Mais un gros achat sur vp n'est plus envisageable.",3,1457737200000
Hélène VIRGILAN,Ne fonctionne plus depuis la maj Mon écran reste noir lorsque je veux ouvrir l'application. Merci de faire quelque chose.,3,1456614000000
Sabrina Laurent,Difficile Pas recu le bon produit et plus possible de receveur  le bon. Juste se faire rembourser d une commande a 80 euro et ça 3 mois après avec un service client qui ne c même pas ou en est ton colis retourné de quoi paniquer en attendant quoi,2,1457132400000
Aymeric Menager,Au top Claire sur les prix et les frais d'envoi. article reçu à la date mentionné moins cher quand boutique (vêtement)                                                j'ai refait des achats dernièrement.   on verra. 😊,4,1457218800000
Miss Milie,"J'adore !!! Avant j'y allais peu, allumer mon ordinateur et l'installer juste pour guetter une vente, je ne le faisais jamais. Avec l'application c'est top, je fais plein de bonnes affaires, je peux jeter un oeil au vente chaque jours en quelques minutes, je sélectionne mes marques préférées et je suis avertis quand une vente arrive. Ça permet d'y être à l'heure, et d'acheter en quelques clics.",5,1458342000000
Nadege Joseph,Livraison trop cher 1 mois d attente pour 6.50e la livraison revoir vos tarifs  car il existe so colissimo et relay mondial faut pas abuser quand même et revoir vos prix car en allant sur le site du fournisseur tu trouve beaucoup moins cher,2,1457737200000
aurelou lilou,"Petit prob J'adore acheter sur ce site mais le problème est que la plupart du temps ou il y a une vente camp ou autre, la vente n'a même pas commencé qu'il n'y a plus d'articles......je suis un peu déçu",3,1457564400000
KAWAYA Irène,Parfaite,5,1459375200000
yanick bonnet,Ok Ok,5,1462312800000
Girltex isa,Super,4,1459807200000
Sophie Durand,Bien,4,1459375200000
frusties frusties,Super Super,4,1459375200000
Frederique Ba,Bien Bien,4,1459375200000
kimi mams,"Bonne application mais site qui devient décevant Au niveau de l'application j'octroie une note de 4/5 car bonne ergonomie, accès facile à chaque rubrique, design sympa. Cependant vente privée me déçoit de plus en plus... produit cher, délai de livraison trop long (qui font même renoncer à l'achat), fdp exorbitant, produit de mauvaise qualité (j'en ai fais l'expérience..)..et j'en passe... Je pense que la concurrence fait mieux..",4,1462658400000
Jean-michel Rouzaud,Nickel,5,1459461600000
souadou goudiaby,Bien,5,1459461600000
Damien Richaud 69003,Parfait,5,1462312800000
Alune Barry,Cool,5,1459548000000
Marie-corentine Merieau,Super,5,1459375200000
chris duplessi,Niquel,4,1459375200000
stephane dubois,Bien,4,1459375200000
Lisel Bruley,Sympa,4,1459375200000
Magali Danquin,Parfait Parfait,5,1459634400000
Lass Kante,Bien Bien,5,1459375200000
Santiago Baptistine,J'adore,5,1459548000000
nassera mouradi,Pratique,5,1459893600000
Selim D,Pratique,4,1459634400000
Maesha Lee,Pratique,5,1459893600000
Laetitia Specht,J'adore,5,1459375200000
Alix Vaea Perot,J'adore,4,1459375200000
Christophe Laurent,Parfait Parfait,5,1459375200000
Juliana CUKROWSKI,J'adore,5,1459375200000
Anais Derrien,J'adore,4,1459461600000
Johanna Saeifu,J'aime,5,1459375200000
florian mathonnière,Bien Bien,4,1459375200000
Nomoon Eclipsiste,"Pas fan de l'appli Dommage que les gens mélangent avis sur VP et avis sur l'appli... Je suis client très satisfait de VP qui, malgré quelques défauts de transparence, me convient. Par contre je n'adhère pas du tout à l'appli et son ergonomie.",2,1457046000000
Déborah GK,Parfait,5,1459720800000
pauline p,J'adore,5,1459461600000
Thomas cunningham,Nickel,5,1459375200000
Milèna Gomes,Intéressant  mais  être  sûre  de  son  achat Ventes  intéressantes  mais  payer  plusieurs  fois  les  frais   livraison  je dis  non ! Et pour  retourner  un produit  quelle  galère  !!!!,2,1457650800000
Laétitia Lambert,Pas mal Ça vaut le coup mais pas sur tout je trouve que les délais de livraison sont beaucoup trop longs,3,1457478000000
ab angell,"frais de ports cachés,envois non groupés ! Quelques affaires mais dans l'ensemble pas mieux qu'ailleurs (voir moins bien),beaucoup de choix, les deux GROS  problèmes sont : les frais de port cachés que l'on découvre APRÈS avoir validé son panier !!!, et l'impossibilité de grouper ses achats pour reduire les frais !!,il faut payer le port pour chaque marque !!, on a l'impression parfois d'être de bons pigeons !!  Il faudrait connaître le montant total a payer avant de valider et pouvoir cumuler les frais de livraison sinon on ira voir ailleurs,merci",2,1456441200000
Alexis Granier,Super site Les temps de livraisons sont respectés aucun problème avec l'application et les frais de port son normal contrairement à certain site,5,1456873200000
Christelle Blanchet,Très bon site et rien de plus facile pour retourner l'article et se faire rembourser si ça ne convient pas,4,1457737200000
Nico T,"Impossible de Filtrer les tailles des vêtements. J'appuie sur "" Filtrer "" J'ai toutes les tailles sur l'écran mais rien ne se passe en cliquant dessus. C'est assez embêtant.",3,1457305200000
nicolas l,"Lent mais sérieux Très long mais sérieux, je recommande.",5,1457391600000
Roselyne Rose,Connexion et frais de port Apparemment flop dans la derniere mise à  jour.  Les identifiants et MDP ne sont plus reconnus.  Et aussi les frais de port sont très très très chers.,1,1475100000000
d laf,Ca y est Ils ont enfin renoncés à avoir accès à nos contacts. Pour le Bluetooth on ne comprend toujours pas !,3,1456786800000
Leonard Delphin,Les délai de livraison son trop long ( un mois) comparé à la concurrence,3,1456441200000
Laury Florin,Articles épuisés non mis à jour Ils ne mettent pas à jour les ventes on est intéressé par un article et il n'est plus disponible hors qu'on vous le propose à la vente un foutoir,2,1457996400000
AlecVI Rg,"Des notifications non désactivables : inacceptable !!! Merci de revoir le filtre de vos notifications, elles doivent toute être désactivables =&gt; désinstallation",1,1457650800000
aurore moreau,"De + en + déçu Les frais de port sont vraiment trop cher sur certaines vente,jusqu a 9€ parfois... Et souvent pas le choix de l endroit de livraison (point relais..)",2,1457823600000
Estelle Tellou,Très bonne affaires par contre frais de livraisons un peu trop élevés.,4,1458601200000
oumar,"Decevant Bien pour les petits achats,mais des que ça dépasse 1m livraison retardé, service client ridicule,sur 3 gros achats aucun arriver en temps et en heure ,direction la concurrence maintenant enfin si ma commande passer ya maintenant deux mois arrive😠",1,1456873200000
Gwladys Grenier,"C'est vrai qu'un panier commun à toutes les ventes, ce serait bien",5,1459375200000
stephane arbib,Rien à dire Jusqu'à tout est top en particulier le service client,4,1457478000000
Miss Milie,"J'adore !!! Avant j'y allais peu, allumer mon ordinateur et l'installer juste pour guetter une vente, je ne le faisais jamais. Avec l'application c'est top, je fais plein de bonnes affaires, je peux jeter un oeil au vente chaque jours en quelques minutes, je sélectionne mes marques préférées et je suis avertis quand une vente arrive. Ça permet d'y être à l'heure, et d'acheter en quelques clics.",5,1458342000000
Stephanie Lequeux,Au top Chq commande réussie avc succès.. J'adore ce site,5,1457564400000
Glloq Marco,Simple affichage très lisible. Prix de la livraison beaucoup trop élevé. Je préfère showroom privé,2,1488754800000
Virginie Arratibel Chiner,"Application sympa Les ventes sont bien assez variées,  le point négatif concerne la livraison beaucoup trop longue et beaucoup trop chère en comparaison avec d'autres applications de ventes privées.",3,1459461600000
EN-NAKAA Yassin,Sa déglingue..!,5,1459461600000
Yannis Touzeau,Bien mais.... Bien dans l'ensemble mais des frais de port qui commencent à être cher,4,1457478000000
Dino Marseillais,Des fois les prix  sont un peu élevé à la réalité mais 3 étoile Pck j'ai eu une fois un problème de livraison et quand j'ai appeler le service client elle m'a mal parler c'est dommage,3,1462312800000
Pauline Amadon,"Très bien! Application bien réalisé, facile de voir marque et produits, achat rapide et livraison effectuée aux bonnes dates!",4,1457823600000
Okita Jazzon,Notifications ! Pourquoi en désactivant toutes les notifications j'arrive qd même à en recevoir ?,1,1457650800000
chakir mahyaoui,"Rien d'extraordinaire Souvent , des photos ne s'affichent pas.",3,1457737200000
neelam sethi,Tres bien Tres bonne application on trouve des articles pas cher....,5,1459375200000
tilelli anda nella,J'installe pas! Pour quoi m'obliger à m'inscrire pour accéder au offres!? C'est Abusé !!!,1,1458255600000
Andréa Miguel,Les frais de port sont trop chers et on ne peux pas faire un panier de plusieurs ventes c'est dommage. Sinon les produits proposés sont variés mais quelque fois a des prix au delà du prix réel,3,1459548000000
magna traore,Apli cool mes dommage qu'on puisse pas sélectionné plusieurs articles d'une vente différents,5,1459375200000
Vero Dugas,Bonne appli De super produits. Livraison nickel. J'adore!,4,1457478000000
amal maghefour dopchie,"Une excellente expérience de voir et d'achat ! Seulement, je trouve les frais de port exorbitant. A quand, des frais de port unifiés et moins onéreux !!!!",4,1459634400000
Annie Jaussaud Prestini,"Bien mais... Frais de port un peu élevés et du retard sur certaines livraisons pas de geste commercial,  bof. Il faut comparer mais tres intéressant sur certaines ventes",4,1458169200000
Jeremy Brassart,Super choix site très fonctionnel alerte en temps réel si quel que chose vous plaît à télécharger sans plus attendre,5,1459375200000
élisabeth poirel,Dans tous les domaines Vestimentaire ou vacances on trouve de tout et on achète de tout.  Dommage pour les frais de port exorbitants et le délais un peu long des livraisons.,3,1459461600000
Marion V,J'adore Je commande pleins de chose sur se site depuis des années !! Avec les nouvelle ouverture à 19h c'est encore mieux!!,5,1459375200000
Pauline RAVON,Incontournable J'adore cette apli. Les images d'ouverture sont toujours belles. Juste dommage de devoir valider un panier pour passer à une autre vente.,5,1462399200000
Cycadyx Moreau,Pas mal Article trouvé sur vente privée et introuvable ailleurs sur le net .le choix est vite fait.,4,1461103200000
David Caribault,Fidele depuis des annees. Jamais eu aucun probleme,5,1457478000000
Karray Cyrine,Frais de port très  cher,2,1458169200000
Sophie Peignard,Parfait J'achète souvent sur vente privée et tout s'est toujours bien déroulé.,5,1457391600000
Amandine Gillot,Impeccable sur le service client et bon produit si on commande intelligemment .,5,1457564400000
Anna B,"Connexion impossible ! Impossible de me connecter et à ""mot de passe oublié"" une erreur empêche l'envoi du lien de reinitialisation. Réglez le pb svp !!!",1,1453849200000
J Melandre,De pire en pire Je ne trouve plus aucun intérêt dans vente privée. Arrêtez de vendre des services ou des deals et REVENEZ sur des produits et des marques !! Vous oubliez votre coeur de métier...,2,1454799600000
Patrick Jamier,TOP C'est tout,5,1457737200000
VANESSA FOLTIER,Super,5,1457478000000
Marie Castellani,Super Super,5,1459375200000
Stéphanie Flament,Nikel,4,1457478000000
amaria djaidani,Yess Très bonne application,5,1459461600000
hana MK,Super applications Rien à dire ! Applications top..,5,1460844000000
Delphine Trottier Marques,Parfait,5,1462485600000
OVIDIU SFIRCUS,"Toujours des retards C est la 2 eme fois que ma commande va arriver en retard!!! Ils sont goumands,ils prends plus de commandes qu'ils peuvent livrer.",1,1463349600000
Caco Mima,Application sympa Pas mal mais pas non plus dingue. Malgré les milliers d'utilisateurs impossible de contacter le service client via l'appli. Impossible d'imprimer les bons de retour via l'appli. C'est juste une aberration! En fait l'application est naze quand il s'agit d'interaction avec le service client !,2,1459375200000
lvmso,Peut mieux faire,3,1462312800000
Karine FAURE,Parfait Rien à dire...,4,1459375200000
chakir mahyaoui,"Rien d'extraordinaire Souvent , des photos ne s'affichent pas.",3,1457737200000
Adil Salmane,Trop cher Les prix trop élevé ou pas de stock (pas de taille dès la première minute de la vente) ! En plus les livraisons sont abusé  (6.50€!) Sinon l'application fonctionne très bien.,2,1454108400000
Shayma Sidi,Des offres assez intéressantes,4,1457996400000
Teddy Barillot,Delai de livraison hallucinant comparé aux autres sites,3,1457478000000
Nourdine Essaidi,"Appli cool mais services en constante dérive Tout est dit dans le titre, je suis client depuis de nombreuses années mais je constate un SAV devenu déplorable (par exemple on ne peut plus annuler une commande sous prétexte qu'elle est en préparation alors qu'il reste plusieurs semaines avant l'envoi, parlons des FdP tiens, excessivement chers comparé à Showroomprive par exemple sans compté les frais de retour si besoin) bref déçu et je pense que je vais bientôt arrêter même de faire du ""lèche écran"" chez eux, dommage..",2,1455663600000
Laroque Stephanie,"Application agréable à utiliser Application bien réalisé,  facile, intuitive.",4,1459375200000
B Jorès,Pratique,4,1459375200000
boxing squad,Frais de port Les frais de port son vraiment très chère.,1,1460412000000
Cabashtrumpf Shtrumpf,J apprecie vraiment ce site,4,1457996400000
Robert O,Ras Facile d utilisation,4,1459375200000
Alexandra COCO,Bonne appli,4,1481583600000
Estrella Marquesdasilva,Love it Perfect,5,1459461600000
Guillaume Sevrette,"Fonctionnement Très bon fonctionnement, rapide, clair, aussi précis que le site Internet.",5,1459375200000
Mandon Julie,Convaincue Dommage de ne pas pouvoir regrouper les achats sur une même commande sinon très bien,5,1459375200000
Emilie Porte,"Simple, efficace Pas de bugs, très pratique, j'adore",5,1459375200000
Aurélien SCHOETTEL,Top Sans soucis.rapide et efficace  !,4,1462312800000
Bou Anouar,Top Rien à rajouter parfait,5,1459375200000
Alexandre Bravo,"Excellente appli,de bons coups à faire",5,1462312800000
Lionel Dary,Cool je peux enfin acheter ce que je veux et ce sans me ruminer,4,1462658400000
Emma Lopez,Hiiiiii ❤❤❤ Meilleure appli du monde totalement addictif !,5,1459375200000
Emmanuel Laurent,"Parfaite, facile de se ballader, pages claires, très agréables, j'y vais quotidiennement",5,1459375200000
Karine PONS,Emballé,4,1458601200000
Roxana Dehelean,Très pratique,4,1459375200000
Moussa Traore,Correct Pas mal,4,1459461600000
Rodolphe Kbidi,Fonctionne bien mais intrusive Notifications non desactivables dans les faits. Le système Android permet d'y remédier.,2,1455577200000
Cargo Solide1976,"Trop long Sav, pas génial",2,1455577200000
Corinne ETIENNE,Pratique et efficace Je l'utilise depuis mon mobile dans la voiture car bcp d'embouteillage ça passe le temps et je ne rate aucune bonne affaire,4,1453676400000
Marine le mercier,Facile et pratique Marché aussi bien que le site internet. Beaucoup plus simple pour s'y rendre au quotidien,4,1455750000000
thierry patel,Bonne application On y trouve de bonnes voir de très bonnes affaires à faire. Mais il faut être parmi les premiers et/ou avoir un porte-monnaie assez plein,5,1453849200000
Laurent Magréault d'Attoma,Faire évoluer les fonctions de partage,3,1455231600000
Julien Michto,Juste . JUSTE GÉNIAL MDR,5,1453676400000
vincent moreau,"Délais de livraison prohibitifs Près de 2 mois pour recevoir ses commandes c'est beaucoup trop long ! On achète un produit d'hiver, on le reçoit au printemps...le concept est bon, mais la logistique ne suit pas, et c'est vérifié sur plusieurs commandes !!!",1,1454972400000
Lauriane Jeandel,Ne fonctionne pas ! L'application ne reconnaît pas mon mot de passe créé depuis mon ordinateur. Dommage. Je supprime !,1,1453762800000
loic le borgne,"nul delai de livraison interminable !!! commande passée le 17 janvier 2016 ... je devais la recevoir pas avant le 9 février et maintenant pas avant le 3 mars 2016 ... et ils ne répondent pas au mail ... passez votre chemin et préférez showRoom , bien plus sérieux et respectueux des clients. Pour info, 3,99€  de frais de port chez ShowRom, plus de choix, (livraison 2 semaines max )",1,1455663600000
Carine Lombidez,De plus en plus nul commande qui ne correspond pas manque de sérieux négligence par rapport au clients nul je ne commande plus chez vous et desinstalle l application,1,1454626800000
Alain LACAZE,"jolie et classe Aucun problème avec un abonnement  Free à super prix, merci ! En attente d'une commande lunettes... patience!   4janvier16→ Belles lunettes bambou reçues pour Noël avant date prévue. Juste un petit défaut d'articulation, pour un prix top 😎. Aucune raison de ne pas profiter d'une telle appli et d'autres produits enthousiasmants ! 1étoile en+.",5,1451862000000
Mylene Leriche,Frais de livraison et délais de livraison élevés et les prix sont parfais plus cher qd gde surface,3,1453676400000
Pascal MOUGENOT,Impossible de creer un mot de passe. Qu est ce qu un caractere,1,1454022000000
Anna B,"Connexion impossible ! Impossible de me connecter et à ""mot de passe oublié"" une erreur empêche l'envoi du lien de reinitialisation. Réglez le pb svp !!!",1,1453849200000
Fred Derf,"Notifications abusives Impossible de désactiver ces notifications (particulièrement sonores...) de pubs, qui n'ont rien à voir avec celles des marques sélectionnées... Vraiment agaçant.",1,1454713200000
Oliv Monpouet,"Suppression panier Lorsque je passe commande, pas possible de supprimer une partie du panier!",3,1454540400000
Mounir LAKRAA,Toujours des retards Ca va faire au moins deux mois que j attends ma commande... c est la derniere fois que j achete qlq chose avec vous. Ral bol!!!,1,1456009200000
Landry Leblon,Notification systématique ... Malgré que toutes les notifications sont déactivé !!!,1,1454281200000
Jennifer Couvignou,Cool Application sympa avec des bon plan dans tous les domaine j'aime beaucoup et très pratique,4,1455058800000
Ilona 06,Cool Super 😆😆,4,1455750000000
Nadège Seguin,C très cool enfin des produits de bonnes qualités ajusté à notre porte feuille,5,1456009200000
Charlotte Coffre,Bof De gros pbm de performance. Ralentit mon téléphone même lorsque l'application est fermée.,1,1477868400000
Sophie Desplanque,nouvelle mise à jour du 11/12 Votre nouvelle maj n'a rien changé au bug de la précédente ... et rien n'a été fait pour régler le problème depuis une semaine. Merci de faire le nécessaire rapidement! Je commence à être agacé... type mobile : wiko rainbow,4,1450393200000
Sophie Beras,Jadore Rapide et efficace! Des promos toujours au top,5,1459375200000
Terral Yael,"Vente-privee Appli fluide et pratique. Bon design et intuitive.                                             Pour les ventes, un coup dé comparateur est parfois souhaité tout comme les FDP parfois élevé. Retour des produits simples et site sérieux. Je recommande.",5,1453676400000
M. MAP,J'adore Pratique,4,1455577200000
Karine Campos,Fonctionne très bien et rapidement. Un seul bémol qu'il n'y ait pas une commande groupée !,4,1459375200000
Angel Delaudier,Impossible de m'identifier alors que ce sont mes bons identifiants !,1,1455922800000
Sab Rina,100 pas en arrière La mise à jour est une catastrophe. Impossible d'actualiser les produits disponibles d'une vente.  Une fois un produit ajouté au panier express il n'est pas possible de revenir dans les ventes. Je suis très déçue de cette mise à jour !,2,1451775600000
Ségolène de Penfentenyo,Fonctionne très bien Application claire et efficace!,5,1459461600000
Pierre Le Brun,La dernière version est détectée comme malware par Norton Mobile Security,2,1472767200000
W Pascal,"Ne fonctionne plus du tout ! Depuis la dernière mise à jour, appli bloquée dès son lancement !!  Très dommage !!!!",1,1454626800000
Naru 92,"Pas toujours possible d'annuler Application pratique, j'apprécie les catégories qui permettent de voir les ventes qui nous intéressent plus rapidement.  Par contre, pour certaines vente, impossible d'annuler car les produits sont déjà sur leur plate-forme, mais j'attends toujours leur livraison depuis 3 semaines....  Équipe SAV très sympa et très à l'écoute.",4,1459375200000
muhti95,C bien comme appli,5,1462572000000
Kevin Ahoure,Nikel Exelente appli,5,1459461600000
guillaume hermelin,"Plus rapide que la navigation web Dommage que le partage d'articles ne fonctionne pas correctement.    La sélection d'un contact est aléatoire.  Quand on y arrive,  même après avoir saisi un message, il est parfois impossible 🙅 de cliquer sur envoyer,  bien qu'il n'y ait aucun message d'erreur.",4,1449961200000
Tifany Masset,"Contente Une bonne application mais dommage qu'ils ne livre pas les choses correctement.  De bonnes opportunités de vente mais recevoir son articles cassé ou abîmé moyen. Dommage qu'il n'y ai pas de catégorie ""à venir"" pour faciliter les recherches.",3,1452726000000
Gabouel 72,Galaxy A3 2016 Marche impec,5,1456441200000
Logan Charlot,Les notifications font du bruit même lorsqu'elles toutes bloquées dans les paramètres système...,1,1455750000000
Audrey Mialon,L'appli ne répond pas aux retournements de la tablette L'appli m'oblige a mettre ma tablette à l'horizontale ! Alors que je souhaite l'utiliser a la verticale j'ai acheté une 7 pouces exprès pour cela !,2,1452121200000
Seb B,"Dommage car vente-privée est dépassé par son succès. Impossible d'ouvrir l'application depuis hier, même après l'avoir désinstallée puis réinstallée... Sinon l'appli était plutôt sympa, fluide et colorée. Par contre, comme beaucoup je trouve dommage que certaines ventes n'aient plus rien du tout de ""privées"" car on peut parfois trouver aussi bien voir moins cher ailleurs, des prix de bases sur-gonflés et de faire payer des frais de ports parfois très élevés alors qu'ils pourraient être offerts à partir d'un certain montant...",1,1509922800000
granger thomas,"Le pire site de vente que je connaisse !! Ils sont de mauvaise fois, on est juste bon à payer.. Colis reçu très en retard et incomplet, pas d'excuses de leur pars et maintenant impossible de le renvoyer et d'obtenir remboursement. J'ai du acheter les articles en grande surface car c'était pour Noël.. Et il me demande toute les semaines depuis un mois d'attendre pour qu'un jour je puisse éspérer récupérer mon argent. Je deconseille vivement vente privée !!",1,1452553200000
mahieddine chettibi,Affreux Service clientèle pas sérieux. Les transporteurs qui travaillent avec eux j'en parle même pas. Et pour des réclamations c'est n'importe quoi !,1,1452034800000
Tara minas,"Vraiment déçue.. Impossible de se connecté.. Ne détecte pas mes données mobiles, ni le wifi.. Et charge dans le vide. Il faut faire quelque chose !",1,1451689200000
Chantal Mayans,Bidon Impossible de passer commande ça bug sans arrêt. .. on peut pas non plus voir les photos. ..ça sert à rien cette application de vente privée si on peut pas acheter! Nul!,2,1452985200000
